SpeciesLatinName,Common.name,Order,Family,Genus,maxAge,weightCaesar,averagedMaturity.yrs,GestationTimeInYears,Metabolic.rate..W.,Body.mass..g.,Temperature..K.
Nomascus siki,,Primates,Hylobatidae,Nomascus,,,,,,,
Noronhomys vespuccii,,Rodentia,Cricetidae,Noronhomys,,,,,,,
Notiomys edwardsii,,Rodentia,Cricetidae,Notiomys,,,,,,,
Notiosorex cockrumi,,Eulipotyphla,Soricidae,Notiosorex,,,,,,,
Notiosorex crawfordi,,Eulipotyphla,Soricidae,Notiosorex,1.2,,,,,,
Notiosorex evotis,,Eulipotyphla,Soricidae,Notiosorex,,,,,,,
Notiosorex villai,,Eulipotyphla,Soricidae,Notiosorex,,,,,,,
Notomys amplus,,Rodentia,Muridae,Notomys,,,,,,,
Notomys cervinus,,Rodentia,Muridae,Notomys,,,0.501561643835616,0.113808219178082,,,
Notomys fuscus,,Rodentia,Muridae,Notomys,,,0.222904109589041,0.0958630136986301,,,
Notomys longicaudatus,,Rodentia,Muridae,Notomys,,,,,,,
Notomys macrotis,,Rodentia,Muridae,Notomys,,,,,,,
Notomys mordax,,Rodentia,Muridae,Notomys,,,,,,,
Notopteris macdonaldi,,Chiroptera,Pteropodidae,Notopteris,,,,,,,
Notopteris neocaledonica,,Chiroptera,Pteropodidae,Notopteris,,,,,,,
Notoryctes caurinus,,Notoryctemorphia,Notoryctidae,Notoryctes,,,,,,,
Nyctalus aviator,,Chiroptera,Vespertilionidae,Nyctalus,,,,,,,
Nyctalus azoreum,,Chiroptera,Vespertilionidae,Nyctalus,,,,,,,
Nyctalus furvus,,Chiroptera,Vespertilionidae,Nyctalus,,,,,,,
Nyctalus lasiopterus,,Chiroptera,Vespertilionidae,Nyctalus,,,,,,,
Nyctalus montanus,,Chiroptera,Vespertilionidae,Nyctalus,,,,,,,
Nyctalus plancyi,,Chiroptera,Vespertilionidae,Nyctalus,,,,,,,
Nycteris arge,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris aurita,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris gambiensis,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris grandis,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris hispida,,Chiroptera,Nycteridae,Nycteris,,,,0.249972602739726,,,
Nycteris intermedia,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris javanica,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris macrotis,,Chiroptera,Nycteridae,Nycteris,,,,0.21427397260274,,,
Nycteris madagascariensis,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris major,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris nana,,Chiroptera,Nycteridae,Nycteris,,,,0.295808219178082,,,
Nycteris parisii,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris thebaica,,Chiroptera,Nycteridae,Nycteris,,,,0.314931506849315,,,
Nycteris tragata,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris vinsoni,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycteris woodi,,Chiroptera,Nycteridae,Nycteris,,,,,,,
Nycticebus bengalensis,,Primates,Lorisidae,Nycticebus,,,,,,,
Nycticeinops schlieffeni,,Chiroptera,Vespertilionidae,Nycticeinops,,,,0.215424657534247,,,
Nycticeius aenobarbus,,Chiroptera,Vespertilionidae,Nycticeius,,,,,,,
Nycticeius cubanus,,Chiroptera,Vespertilionidae,Nycticeius,,,,,,,
Nyctiellus lepidus,,Chiroptera,Natalidae,Nyctiellus,,,,,,,
Nyctimene aello,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene albiventer,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene cephalotes,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene certans,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene cyclotis,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene draconilla,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene keasti,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene major,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene malaitensis,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene masalai,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene minutus,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene rabori,,Chiroptera,Pteropodidae,Nyctimene,,,0.810465753424658,0.378520547945205,,,
Nyctimene robinsoni,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene sanctacrucis,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctimene vizcaccia,,Chiroptera,Pteropodidae,Nyctimene,,,,,,,
Nyctinomops aurispinosus,,Chiroptera,Molossidae,Nyctinomops,,,,,,,
Nyctinomops femorosaccus,,Chiroptera,Molossidae,Nyctinomops,,,,,,,
Nyctinomops laticaudatus,,Chiroptera,Molossidae,Nyctinomops,,,,,,,
Nyctinomops macrotis,,Chiroptera,Molossidae,Nyctinomops,,,,,,,
Nyctophilus arnhemensis,,Chiroptera,Vespertilionidae,Nyctophilus,,,,,,,
Nyctophilus bifax,,Chiroptera,Vespertilionidae,Nyctophilus,,,,,,,
Nyctophilus geoffroyi,,Chiroptera,Vespertilionidae,Nyctophilus,,,,,,,
Nyctophilus gouldi,,Chiroptera,Vespertilionidae,Nyctophilus,,,0.895369863013699,0.0628493150684932,,,
Nyctophilus heran,,Chiroptera,Vespertilionidae,Nyctophilus,,,,,,,
Nyctophilus howensis,,Chiroptera,Vespertilionidae,Nyctophilus,,,,,,,
Nyctophilus microdon,,Chiroptera,Vespertilionidae,Nyctophilus,,,,,,,
Nyctophilus microtis,,Chiroptera,Vespertilionidae,Nyctophilus,,,,,,,
Ochotona rutila,,Lagomorpha,Ochotonidae,Ochotona,,,1.03443835616438,,,,
Ochotona thibetana,,Lagomorpha,Ochotonidae,Ochotona,,,,,,,
Ochotona thomasi,,Lagomorpha,Ochotonidae,Ochotona,,,,,,,
Ochotona turuchanensis,,Lagomorpha,Ochotonidae,Ochotona,,,,,,,
Octodon bridgesi,,Rodentia,Octodontidae,Octodon,,,,,,,
Octodon lunatus,,Rodentia,Octodontidae,Octodon,,,,,,,
Octodon pacificus,,Rodentia,Octodontidae,Octodon,,,,,,,
Octomys mimax,,Rodentia,Octodontidae,Octomys,,,,,,,
Oecomys auyantepui,,Rodentia,Cricetidae,Oecomys,,,,,,,
Oecomys bicolor,,Rodentia,Cricetidae,Oecomys,,,0.254246575342466,,,,
Oecomys catherinae,,Rodentia,Cricetidae,Oecomys,,,,,,,
Oecomys cleberi,,Rodentia,Cricetidae,Oecomys,,,,,,,
Oreonax flavicauda,,Primates,Atelidae,Oreonax,,,4.6127397260274,0.616438356164384,,,
Orthogeomys cavator,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys cherriei,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys cuniculus,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys dariensis,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys grandis,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys heterodus,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys hispidus,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys lanius,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys matagalpae,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys thaeleri,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Orthogeomys underwoodi,,Rodentia,Geomyidae,Orthogeomys,,,,,,,
Oryx beisa,,Artiodactyla,Bovidae,Oryx,20.0,,,,,,
Oryzomys albigularis,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys alfaroi,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys angouya,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys auriventer,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys balneator,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys bolivaris,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys caracolus,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys chapmani,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys couesi,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys seuanezi,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys subflavus,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys talamancae,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys tatei,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys xanthaeolus,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzomys yunganus,,Rodentia,Cricetidae,Oryzomys,,,,,,,
Oryzorictes hova,,Afrosoricida,Tenrecidae,Oryzorictes,,,,,,,
Oryzorictes tetradactylus,,Afrosoricida,Tenrecidae,Oryzorictes,,,,,,,
Osgoodomys banderanus,,Rodentia,Cricetidae,Osgoodomys,,,,,,,
Otolemur monteiri,,Primates,Galagidae,Otolemur,,,,,,,
Otomops formosus,,Chiroptera,Molossidae,Otomops,,,,,,,
Otomops johnstonei,,Chiroptera,Molossidae,Otomops,,,,,,,
Otomops madagascariensis,,Chiroptera,Molossidae,Otomops,,,,,,,
Otomops martiensseni,,Chiroptera,Molossidae,Otomops,,,1.01706849315069,0.253534246575342,,,
Otomops papuensis,,Chiroptera,Molossidae,Otomops,,,,,,,
Otomops secundus,,Chiroptera,Molossidae,Otomops,,,,,,,
Otomops wroughtoni,,Chiroptera,Molossidae,Otomops,,,,,,,
Otomys anchietae,,Rodentia,Muridae,Otomys,,,,,,,
Otomys angoniensis,,Rodentia,Muridae,Otomys,,,0.164,,,,
Otomys barbouri,,Rodentia,Muridae,Otomys,,,,,,,
Otomys burtoni,,Rodentia,Muridae,Otomys,,,,,,,
Otomys cuanzensis,,Rodentia,Muridae,Otomys,,,,,,,
Otomys dartmouthi,,Rodentia,Muridae,Otomys,,,,,,,
Otomys denti,,Rodentia,Muridae,Otomys,,,,,,,
Otomys dollmani,,Rodentia,Muridae,Otomys,,,,,,,
Otomys jacksoni,,Rodentia,Muridae,Otomys,,,,,,,
Otomys lacustris,,Rodentia,Muridae,Otomys,,,,,,,
Otomys laminatus,,Rodentia,Muridae,Otomys,,,,,,,
Otomys maximus,,Rodentia,Muridae,Otomys,,,,,,,
Otomys occidentalis,,Rodentia,Muridae,Otomys,,,,,,,
Otomys orestes,,Rodentia,Muridae,Otomys,,,,,,,
Otomys saundersiae,,Rodentia,Muridae,Otomys,,,,,,,
Otomys tropicalis,,Rodentia,Muridae,Otomys,,,,,,,
Otomys typus,,Rodentia,Muridae,Otomys,,,0.249972602739726,,,,
Otomys uzungwensis,,Rodentia,Muridae,Otomys,,,,,,,
Otonycteris hemprichii,,Chiroptera,Vespertilionidae,Otonycteris,,,,,,,
Otonyctomys hatti,,Rodentia,Cricetidae,Otonyctomys,,,,,,,
Otopteropus cartilagonodus,,Chiroptera,Pteropodidae,Otopteropus,,,,,,,
Ototylomys phyllotis,,Rodentia,Cricetidae,Ototylomys,,,0.0772054794520548,0.144493150684932,,,
Ovis nivicola,,Artiodactyla,Bovidae,Ovis,,,2.30635616438356,,,,
Oxymycterus akodontius,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus amazonicus,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus angularis,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus caparoae,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus dasytrichus,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus delator,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus hiska,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus hispidus,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus hucucha,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus inca,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus josei,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus nasutus,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus paramensis,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus quaestor,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus roberti,,Rodentia,Cricetidae,Oxymycterus,,,,,,,
Oxymycterus rufus,,Rodentia,Cricetidae,Oxymycterus,2.6,,0.248657534246575,,,,
Palawanomys furvus,,Rodentia,Muridae,Palawanomys,,,,,,,
Phocoena dioptrica,,Artiodactyla,Phocoenidae,Phocoena,,,,,,,
Phocoena sinus,,Artiodactyla,Phocoenidae,Phocoena,,,,,,,
Phocoena spinipinnis,,Artiodactyla,Phocoenidae,Phocoena,,,,,,,
Phoniscus aerosa,,Chiroptera,Vespertilionidae,Phoniscus,,,,,,,
Phoniscus atrox,,Chiroptera,Vespertilionidae,Phoniscus,,,,,,,
Phoniscus jagorii,,Chiroptera,Vespertilionidae,Phoniscus,,,,0.342849315068493,,,
Phoniscus papuensis,,Chiroptera,Vespertilionidae,Phoniscus,,,,,,,
Phylloderma stenops,,Chiroptera,Phyllostomidae,Phylloderma,,,,,,,
Phyllomys blainvillii,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys brasiliensis,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Phyllomys dasythrix,,Rodentia,Echimyidae,Phyllomys,,,,,,,
Pantholops hodgsonii,,Artiodactyla,Bovidae,Pantholops,,,,0.583315068493151,,,
Papagomys armandvillei,,Rodentia,Muridae,Papagomys,,,,,,,
Papagomys theodorverhoeveni,,Rodentia,Muridae,Papagomys,,,,,,,
Papio anubis,,Primates,Cercopithecidae,Papio,25.2,,,0.490301369863014,,,
Papio cynocephalus,,Primates,Cercopithecidae,Papio,45.0,,7.01523287671233,0.473945205479452,,,
Papio papio,,Primates,Cercopithecidae,Papio,40.0,,,0.505260273972603,,,
Papio ursinus,,Primates,Cercopithecidae,Papio,45.0,,4.22835616438356,0.509369863013699,,,
Pappogeomys alcorni,,Rodentia,Geomyidae,Pappogeomys,,,,,,,
Pappogeomys bulleri,,Rodentia,Geomyidae,Pappogeomys,,,,,,,
Paracoelops megalotis,,Chiroptera,Hipposideridae,Paracoelops,,,,,,,
Paracrocidura graueri,,Eulipotyphla,Soricidae,Paracrocidura,,,,,,,
Paracrocidura maxima,,Eulipotyphla,Soricidae,Paracrocidura,,,,,,,
Paracrocidura schoutedeni,,Eulipotyphla,Soricidae,Paracrocidura,,,,,,,
Paracynictis selousi,,Carnivora,Herpestidae,Paracynictis,,,,,,,
Paradipus ctenodactylus,,Rodentia,Dipodidae,Paradipus,,,,,,,
Paradoxurus jerdoni,,Carnivora,Viverridae,Paradoxurus,12.0,,,,,,
Paradoxurus zeylonensis,,Carnivora,Viverridae,Paradoxurus,,,,,,,
Paraechinus micropus,,Eulipotyphla,Erinaceidae,Paraechinus,,,,0.101369863013699,,,
Paraechinus nudiventris,,Eulipotyphla,Erinaceidae,Paraechinus,,,,,,,
Parahydromys asper,,Rodentia,Muridae,Parahydromys,,,,,,,
Paraleptomys rufilatus,,Rodentia,Muridae,Paraleptomys,,,,,,,
Paraleptomys wilhelmina,,Rodentia,Muridae,Paraleptomys,,,,,,,
Paralomys gerbillus,,Rodentia,Cricetidae,Paralomys,,,,,,,
Paramelomys gressitti,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramelomys levipes,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramelomys lorentzii,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramelomys mollis,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramelomys moncktoni,,Rodentia,Muridae,Paramelomys,,,0.455671232876712,,,,
Paramelomys naso,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramelomys platyops,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramelomys rubex,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramelomys steini,,Rodentia,Muridae,Paramelomys,,,,,,,
Paramurexia rothschildi,,Dasyuromorphia,Dasyuridae,Paramurexia,,,,,,,
Paranyctimene raptor,,Chiroptera,Pteropodidae,Paranyctimene,,,,,,,
Paranyctimene tenax,,Chiroptera,Pteropodidae,Paranyctimene,,,,,,,
Parascaptor leucura,,Eulipotyphla,Talpidae,Parascaptor,,,,,,,
Paraxerus alexandri,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Paraxerus boehmi,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Paraxerus cooperi,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Paraxerus flavovittis,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Paraxerus lucifer,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Paraxerus ochraceus,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Paraxerus palliatus,,Rodentia,Sciuridae,Paraxerus,,,,0.169890410958904,,,
Paraxerus vexillarius,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Paraxerus vincenti,,Rodentia,Sciuridae,Paraxerus,,,,,,,
Parotomys brantsii,,Rodentia,Muridae,Parotomys,,,0.108712328767123,0.102904109589041,,,
Parotomys littledalei,,Rodentia,Muridae,Parotomys,,,,,,,
Paruromys dominator,,Rodentia,Muridae,Paruromys,,,,,,,
Paulamys naso,,Rodentia,Muridae,Paulamys,,,,,,,
Pearsonomys annectens,,Rodentia,Cricetidae,Pearsonomys,,,,,,,
Pedetes surdaster,,Rodentia,Pedetidae,Pedetes,,,,,,,
Penthetor lucasi,,Chiroptera,Pteropodidae,Penthetor,,,,,,,
Perameles eremiana,,Peramelemorphia,Peramelidae,Perameles,,,,,,,
Perognathus alticolus,,Rodentia,Heteromyidae,Perognathus,,,,,,,
Perognathus fasciatus,,Rodentia,Heteromyidae,Perognathus,,,,0.0816438356164384,,,
Perognathus inornatus,,Rodentia,Heteromyidae,Perognathus,,,,,,,
Peromyscus attwateri,,Rodentia,Cricetidae,Peromyscus,1.5,,,,,,
Peromyscus aztecus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus beatae,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus boylii,,Rodentia,Cricetidae,Peromyscus,1.5,,0.155260273972603,0.0638356164383562,,,
Peromyscus bullatus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus caniceps,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus dickeyi,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus difficilis,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus eva,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus fraterculus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus furvus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus gossypinus,,Rodentia,Cricetidae,Peromyscus,1.3,,0.135835616438356,0.063013698630137,,,
Peromyscus grandis,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus gratus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus guardia,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus gymnotis,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus hooperi,,Rodentia,Cricetidae,Peromyscus,,,0.214328767123288,0.0917808219178082,,,
Peromyscus hylocetes,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus interparietalis,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus keeni,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus levipes,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Pteronotus parnellii,,Chiroptera,Mormoopidae,Pteronotus,,,,0.295808219178082,,,
Pteronotus personatus,,Chiroptera,Mormoopidae,Pteronotus,,,,,,,
Pteronotus pristinus,,Chiroptera,Mormoopidae,Pteronotus,,,,,,,
Pteronotus quadridens,,Chiroptera,Mormoopidae,Pteronotus,,,,0.428575342465753,,,
Pteropus admiralitatum,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus aldabrensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus anetianus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus aruensis,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus banakrisi,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus brunneus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus caniceps,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Pteropus capistratus,,Chiroptera,Pteropodidae,Pteropus,,,,,,,
Peromyscus madrensis,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus mayensis,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus megalops,,Rodentia,Cricetidae,Peromyscus,,,0.148465753424658,,,,
Peromyscus mekisturus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus melanocarpus,,Rodentia,Cricetidae,Peromyscus,,,0.250520547945205,0.0832602739726027,,,
Peromyscus melanophrys,,Rodentia,Cricetidae,Peromyscus,,,,0.0676712328767123,,,
Peromyscus melanotis,,Rodentia,Cricetidae,Peromyscus,,,,0.0685205479452055,,,
Peromyscus melanurus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus merriami,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus mexicanus,,Rodentia,Cricetidae,Peromyscus,,,0.145315068493151,0.0827123287671233,,,
Peromyscus nasutus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus ochraventer,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus pectoralis,,Rodentia,Cricetidae,Peromyscus,,,,0.063013698630137,,,
Peromyscus pembertoni,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus perfulvus,,Rodentia,Cricetidae,Peromyscus,,,,0.118465753424658,,,
Peromyscus polius,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus pseudocrinitus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus sagax,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus sejugis,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus simulus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus slevini,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus spicilegus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus stephani,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus stirtoni,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus winkelmanni,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peromyscus yucatanicus,,Rodentia,Cricetidae,Peromyscus,,,0.135205479452055,0.0843835616438356,,,
Peromyscus zarhynchus,,Rodentia,Cricetidae,Peromyscus,,,,,,,
Peropteryx kappleri,,Chiroptera,Emballonuridae,Peropteryx,,,,0.377972602739726,,,
Peropteryx leucoptera,,Chiroptera,Emballonuridae,Peropteryx,,,,,,,
Peropteryx macrotis,,Chiroptera,Emballonuridae,Peropteryx,,,,0.354164383561644,,,
Peropteryx trinitatis,,Chiroptera,Emballonuridae,Peropteryx,,,,,,,
Peroryctes broadbenti,,Peramelemorphia,Peramelidae,Peroryctes,,,,0.0328767123287671,,,
Petaurillus emiliae,,Rodentia,Sciuridae,Petaurillus,,,,,,,
Petaurillus hosei,,Rodentia,Sciuridae,Petaurillus,,,,,,,
Petaurillus kinlochii,,Rodentia,Sciuridae,Petaurillus,,,,,,,
Petaurista elegans,,Rodentia,Sciuridae,Petaurista,,,,,,,
Petaurista nobilis,,Rodentia,Sciuridae,Petaurista,,,,,,,
Petaurista xanthotis,,Rodentia,Sciuridae,Petaurista,,,,,,,
Petaurus abidi,,Diprotodontia,Petauridae,Petaurus,,,,,,,
Petaurus biacensis,,Diprotodontia,Petauridae,Petaurus,,,,,,,
Petaurus gracilis,,Diprotodontia,Petauridae,Petaurus,,,,,,,
Petinomys crinitus,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys fuscocapillus,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys genibarbis,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys hageni,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys lugens,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys mindanensis,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys sagitta,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys setosus,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petinomys vordermanni,,Rodentia,Sciuridae,Petinomys,,,,,,,
Petrogale burbidgei,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petrogale coenensis,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petrogale godmani,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petrogale herberti,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petrogale inornata,,Diprotodontia,Macropodidae,Petrogale,,,1.67742465753425,0.0849041095890411,,,
Petrogale mareeba,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petrogale persephone,,Diprotodontia,Macropodidae,Petrogale,,,2.12164383561644,0.0876712328767123,,,
Petrogale purpureicollis,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petrogale rothschildi,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petrogale sharmani,,Diprotodontia,Macropodidae,Petrogale,,,,,,,
Petromyscus barbouri,,Rodentia,Nesomyidae,Petromyscus,,,,,,,
Petromyscus collinus,,Rodentia,Nesomyidae,Petromyscus,,,,,,,
Petromyscus monticularis,,Rodentia,Nesomyidae,Petromyscus,,,,,,,
Petromyscus shortridgei,,Rodentia,Nesomyidae,Petromyscus,,,,,,,
Petropseudes dahli,,Diprotodontia,Pseudocheiridae,Petropseudes,,,,,,,
Phacochoerus aethiopicus,,Artiodactyla,Suidae,Phacochoerus,18.8,,1.72909589041096,0.453150684931507,,,
Phaenomys ferrugineus,,Rodentia,Cricetidae,Phaenomys,,,,,,,
Phaiomys leucurus,,Rodentia,Cricetidae,Phaiomys,,,,,,,
Phalanger alexandrae,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger carmelitae,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger intercastellanus,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger lullulae,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger matabiru,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger matanim,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger mimicus,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger ornatus,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger rothschildi,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger sericeus,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phalanger vestitus,,Diprotodontia,Phalangeridae,Phalanger,,,,,,,
Phaner electromontis,,Primates,Cheirogaleidae,Phaner,,,,,,,
Phaner pallescens,,Primates,Cheirogaleidae,Phaner,,,,,,,
Phaner parienti,,Primates,Cheirogaleidae,Phaner,,,,,,,
