CGid,SYMBOL,seqnames,start,annotation,distanceToTSS,GENENAME,genic,Promoter,main_Categories
cg17201550,KCNMA1,chr10,77637409.0,Promoter (<=1kb),348.0,potassium calcium-activated channel subfamily M alpha 1,True,True,Exon
cg17357006,VTI1A,chr10,112538434.0,"Exon (ENST00000496445.5/143187, exon 5 of 5)",91176.0,vesicle transport through interaction with t-SNAREs 1A,True,False,Exon
cg17425418,KAT6B,chr10,74975634.0,"Exon (ENST00000648725.1/23522, exon 8 of 18)",150698.0,lysine acetyltransferase 6B,True,False,Exon
cg17499466,ZNF503,chr10,75379424.0,"Intron (ENST00000418818.6/84858, intron 1 of 3)",21821.0,zinc finger protein 503,True,False,Intron
cg17850367,ABI1,chr10,26861569.0,Promoter (<=1kb),-483.0,abl interactor 1,False,True,Promoter
cg18573296,LRMDA,chr10,75693591.0,"Intron (ENST00000611255.5/83938, intron 2 of 6)",261967.0,leucine rich melanocyte differentiation associated,True,False,Intron
cg18738190,CHST3,chr10,71980533.0,"Intron (ENST00000373115.5/9469, intron 1 of 2)",16138.0,carbohydrate sulfotransferase 3,True,False,Intron
cg18974733,HNRNPH3,chr10,68337928.0,"Exon (ENST00000469172.5/3189, exon 2 of 8)",6754.0,heterogeneous nuclear ribonucleoprotein H3,True,False,Exon
cg19090691,NKX2-3,chr10,99537359.0,Distal Intergenic,4406.0,NK2 homeobox 3,False,False,Intergenic_downstream
cg19275555,LRMDA,chr10,75613828.0,"Intron (ENST00000611255.5/83938, intron 2 of 6)",182204.0,leucine rich melanocyte differentiation associated,True,False,Intron
cg19425332,VAX1,chr10,117139358.0,Promoter (1-2kb),-1058.0,ventral anterior homeobox 1,False,True,Promoter
cg19891210,CREM,chr10,35211273.0,3' UTR,84482.0,cAMP responsive element modulator,True,False,threeUTR
cg21509426,RHOBTB1,chr10,60892897.0,"Exon (ENST00000337910.10/9886, exon 5 of 11)",51287.0,Rho related BTB domain containing 1,True,False,Exon
cg21510166,PAX2,chr10,100787461.0,"Intron (ENST00000553492.5/5076, intron 3 of 3)",51858.0,paired box 2,True,False,Intron
cg22063749,PPP3CB-AS1,chr10,73519952.0,"Exon (ENST00000600206.5/101929145, exon 4 of 4)",23665.0,PPP3CB antisense RNA 1 (head to head),True,False,Exon
cg22113843,KAT6B,chr10,74826606.0,Promoter (<=1kb),0.0,lysine acetyltransferase 6B,True,True,fiveUTR
cg22204849,FGFR2,chr10,121517380.0,3' UTR,76586.0,fibroblast growth factor receptor 2,True,False,threeUTR
cg22414596,PAX2,chr10,100788017.0,"Intron (ENST00000553492.5/5076, intron 3 of 3)",52414.0,paired box 2,True,False,Intron
cg22667099,SHTN1,chr10,116962125.0,"Intron (ENST00000355371.9/57698, intron 3 of 16)",43061.0,shootin 1,True,False,Intron
cg23272565,MGMT,chr10,129571632.0,"Intron (ENST00000306010.8/4255, intron 2 of 4)",104442.0,O-6-methylguanine-DNA methyltransferase,True,False,Intron
cg23754860,LDB3,chr10,86699297.0,3' UTR,30848.0,LIM domain binding 3,True,False,threeUTR
cg25195795,SKIDA1,chr10,21518323.0,5' UTR,7358.0,SKI/DACH domain containing 1,True,False,fiveUTR
cg25210084,DNAJB12,chr10,72354911.0,Promoter (<=1kb),237.0,DnaJ heat shock protein family (Hsp40) member B12,True,True,fiveUTR
cg25368206,LRMDA,chr10,75703821.0,"Intron (ENST00000611255.5/83938, intron 2 of 6)",272197.0,leucine rich melanocyte differentiation associated,True,False,Intron
cg25615279,HMX2,chr10,123144477.0,Promoter (3-4kb),-3644.0,H6 family homeobox 2,False,True,Promoter
cg25805807,BTRC,chr10,101430388.0,"Exon (ENST00000393441.8/8945, exon 2 of 14)",76355.0,beta-transducin repeat containing E3 ubiquitin protein ligase,True,False,Exon
cg25824158,CAMK2G,chr10,73839578.0,"Exon (ENST00000322635.7/818, exon 13 of 21)",34940.0,calcium/calmodulin dependent protein kinase II gamma,True,False,Exon
cg25950871,PAX2,chr10,100655672.0,Distal Intergenic,-79931.0,paired box 2,False,False,Intergenic_upstream
cg26102159,CAMK2G,chr10,73839584.0,"Exon (ENST00000322635.7/818, exon 13 of 21)",34934.0,calcium/calmodulin dependent protein kinase II gamma,True,False,Exon
cg26120306,FGF8,chr10,101767676.0,Distal Intergenic,8224.0,fibroblast growth factor 8,False,False,Intergenic_downstream
cg26474314,HMX2,chr10,123144411.0,Promoter (3-4kb),-3710.0,H6 family homeobox 2,False,True,Promoter
cg26594414,SH3PXD2A,chr10,103622472.0,"Exon (ENST00000369774.8/9644, exon 10 of 15)",233070.0,SH3 and PX domains 2A,True,False,Exon
cg26662324,CTBP2,chr10,125057293.0,"Intron (ENST00000337195.9/1488, intron 2 of 10)",103219.0,C-terminal binding protein 2,True,False,Intron
cg26845017,PAX2,chr10,100655556.0,Distal Intergenic,-80047.0,paired box 2,False,False,Intergenic_upstream
cg00467357,PICALM,chr11,85978069.0,"Exon (ENST00000532317.5/8301, exon 17 of 20)",91014.0,phosphatidylinositol binding clathrin assembly protein,True,False,Exon
cg00513357,EIF4G2,chr11,10806046.0,"Exon (ENST00000526148.5/1982, exon 4 of 22)",1926.0,eukaryotic translation initiation factor 4 gamma 2,True,False,Exon
cg00929113,PAX6,chr11,31799549.0,"Intron (ENST00000606377.6/5080, intron 7 of 12)",11584.0,paired box 6,True,False,Intron
cg01038105,TMX2-CTNND1,chr11,57794027.0,5' UTR,40737.0,TMX2-CTNND1 readthrough (NMD candidate),True,False,fiveUTR
cg01137681,TEAD1,chr11,12764208.0,5' UTR,89787.0,TEA domain transcription factor 1,True,False,fiveUTR
cg01759800,CADM1,chr11,115525626.0,Distal Intergenic,-20670.0,cell adhesion molecule 1,False,False,Intergenic_upstream
cg01975510,KDM2A,chr11,67250350.0,"Exon (ENST00000529006.7/22992, exon 17 of 21)",131087.0,lysine demethylase 2A,True,False,Exon
cg02040823,OPCML,chr11,132692006.0,"Intron (ENST00000331898.11/4978, intron 1 of 6)",251664.0,opioid binding protein/cell adhesion molecule like,True,False,Intron
cg02073955,LINC00900,chr11,116129526.0,Distal Intergenic,-368881.0,long intergenic non-protein coding RNA 900,False,False,Intergenic_upstream
cg02322553,BACE1,chr11,117295238.0,5' UTR,21017.0,beta-secretase 1,True,False,fiveUTR
cg02946452,NELL1,chr11,21534465.0,"Exon (ENST00000325319.9/4745, exon 15 of 19)",864914.0,neural EGFL like 1,True,False,Exon
cg02968236,TENM4,chr11,78786107.0,"Intron (ENST00000278550.12/26011, intron 16 of 33)",654922.0,teneurin transmembrane protein 4,True,False,Intron
cg03747401,MIR8068,chr11,28566925.0,Distal Intergenic,-89377.0,microRNA 8068,False,False,Intergenic_upstream
cg04725401,DPF2,chr11,65344604.0,"Exon (ENST00000530993.5/5977, exon 6 of 7)",10752.0,double PHD fingers 2,True,False,Exon
cg05052242,OPCML,chr11,132920729.0,"Intron (ENST00000331898.11/4978, intron 1 of 6)",22941.0,opioid binding protein/cell adhesion molecule like,True,False,Intron
cg05401971,KDM2A,chr11,67250713.0,"Exon (ENST00000529006.7/22992, exon 17 of 21)",131450.0,lysine demethylase 2A,True,False,Exon
cg06059859,ARNTL,chr11,13277797.0,Promoter (<=1kb),0.0,aryl hydrocarbon receptor nuclear translocator like,True,True,fiveUTR
cg07014363,NTM,chr11,131562171.0,"Intron (ENST00000374791.7/50863, intron 1 of 7)",191693.0,neurotrimin,True,False,Intron
cg07987507,DLG2,chr11,83484266.0,"Intron (ENST00000280241.12/1740, intron 15 of 21)",833072.0,discs large MAGUK scaffold protein 2,True,False,Intron
cg08933909,ZBTB16,chr11,114163920.0,"Intron (ENST00000335953.9/7704, intron 3 of 6)",104209.0,zinc finger and BTB domain containing 16,True,False,Intron
cg08965235,LTBP3,chr11,65557687.0,Promoter (<=1kb),271.0,latent transforming growth factor beta binding protein 3,True,True,Exon
cg08981150,EIF4G2,chr11,10804357.0,3' UTR,3615.0,eukaryotic translation initiation factor 4 gamma 2,True,False,threeUTR
cg09374953,NTM,chr11,131370514.0,Promoter (<=1kb),36.0,neurotrimin,True,True,fiveUTR
cg09661809,TPBGL,chr11,75242037.0,"Exon (ENST00000562197.3/100507050, exon 1 of 1)",1263.0,trophoblast glycoprotein like,True,False,Exon
cg09716123,NAV2,chr11,19596536.0,"Intron (ENST00000360655.8/89797, intron 1 of 37)",245812.0,neuron navigator 2,True,False,Intron
cg10739250,MPPED2,chr11,30535950.0,"Intron (ENST00000448418.6/744, intron 3 of 6)",50330.0,metallophosphoesterase domain containing 2,True,False,Intron
cg11124915,EIF4G2,chr11,10806872.0,"Exon (ENST00000526148.5/1982, exon 3 of 22)",1100.0,eukaryotic translation initiation factor 4 gamma 2,True,False,Exon
cg11251514,LMO1,chr11,8283204.0,Distal Intergenic,-14489.0,LIM domain only 1,False,False,Intergenic_upstream
cg11290280,MADD,chr11,47289008.0,"Exon (ENST00000311027.9/8567, exon 16 of 36)",19632.0,MAP kinase activating death domain,True,False,Exon
cg11742933,APBB1,chr11,6401629.0,"Exon (ENST00000621678.4/322, exon 8 of 13)",3061.0,amyloid beta precursor protein binding family B member 1,True,False,Exon
cg12591580,RBM14-RBM4,chr11,66626657.0,3' UTR,10031.0,RBM14-RBM4 readthrough,True,False,threeUTR
cg14498322,SORL1,chr11,121656306.0,Distal Intergenic,30105.0,sortilin related receptor 1,False,False,Intergenic_downstream
cg15298634,SOX6,chr11,16055889.0,"Exon (ENST00000316399.10/55553, exon 9 of 15)",285379.0,SRY-box transcription factor 6,True,False,Exon
cg15496507,CREBZF,chr11,85660576.0,3' UTR,4525.0,CREB/ATF bZIP transcription factor,True,False,threeUTR
cg15546160,BTBD10,chr11,13445066.0,"Exon (ENST00000278174.9/84280, exon 2 of 9)",18213.0,BTB domain containing 10,True,False,Exon
cg15719056,CLPB,chr11,72369854.0,"Intron (ENST00000294053.9/81570, intron 5 of 16)",64676.0,"ClpB homolog, mitochondrial AAA ATPase chaperonin",True,False,Intron
cg15913680,PDE2A,chr11,72642299.0,5' UTR,32122.0,phosphodiesterase 2A,True,False,fiveUTR
cg16925789,NRXN2,chr11,64632811.0,"Intron (ENST00000301894.6/9379, intron 2 of 6)",10503.0,neurexin 2,True,False,Intron
cg17139066,MIR6073,chr11,15842246.0,Distal Intergenic,127374.0,microRNA 6073,False,False,Intergenic_downstream
cg17656607,DSCAML1,chr11,117776889.0,"Exon (ENST00000651296.2/57453, exon 3 of 33)",20326.0,DS cell adhesion molecule like 1,True,False,Exon
cg17876669,CELF1,chr11,47466510.0,3' UTR,86606.0,CUGBP Elav-like family member 1,True,False,threeUTR
cg18535797,LOC102724957,chr11,15507804.0,Distal Intergenic,-97680.0,uncharacterized LOC102724957,False,False,Intergenic_upstream
cg19414994,GRIA4,chr11,105974317.0,3' UTR,364244.0,glutamate ionotropic receptor AMPA type subunit 4,True,False,threeUTR
cg20221627,STIM1,chr11,4091328.0,3' UTR,235626.0,stromal interaction molecule 1,True,False,threeUTR
cg20483513,LOC100130987,chr11,67365224.0,"Exon (ENST00000312438.8/23529, exon 3 of 3)",47353.0,uncharacterized LOC100130987,True,False,Exon
cg20635820,CREBZF,chr11,85662429.0,3' UTR,2672.0,CREB/ATF bZIP transcription factor,True,False,threeUTR
cg23128382,OSBP,chr11,59615345.0,Promoter (<=1kb),428.0,oxysterol binding protein,True,True,Exon
cg23501051,NAV2,chr11,19715366.0,"Intron (ENST00000360655.8/89797, intron 1 of 37)",364642.0,neuron navigator 2,True,False,Intron
cg24191230,MARK2,chr11,63839503.0,Promoter (<=1kb),575.0,microtubule affinity regulating kinase 2,True,True,fiveUTR
cg24653269,BCL9L,chr11,118916022.0,"Intron (ENST00000526143.2/283149, intron 1 of 7)",9585.0,BCL9 like,True,False,Intron
cg25072946,MARK2,chr11,63910494.0,3' UTR,71566.0,microtubule affinity regulating kinase 2,True,False,threeUTR
cg25172570,NUP98,chr11,3760548.0,"Exon (ENST00000359171.8/4928, exon 10 of 33)",37243.0,nucleoporin 98,True,False,Exon
cg25184118,NRXN2,chr11,64690444.0,"Exon (ENST00000377551.5/9379, exon 4 of 22)",23466.0,neurexin 2,True,False,Exon
cg25649550,SLC1A2,chr11,35261714.0,3' UTR,157843.0,solute carrier family 1 member 2,True,False,threeUTR
cg27201382,BDNF,chr11,27720483.0,Promoter (<=1kb),239.0,brain derived neurotrophic factor,True,True,fiveUTR
cg27300575,YAP1,chr11,102209523.0,"Exon (ENST00000282441.10/10413, exon 6 of 9)",99076.0,Yes associated protein 1,True,False,Exon
cg27507315,SOX6,chr11,16356733.0,"Intron (ENST00000655819.1/55553, intron 1 of 14)",46133.0,SRY-box transcription factor 6,True,False,Intron
cg01150494,CIT,chr12,119718845.0,"Exon (ENST00000261833.11/11113, exon 30 of 47)",158442.0,citron rho-interacting serine/threonine kinase,True,False,Exon
cg01246498,LINC01234,chr12,113673544.0,"Intron (ENST00000661760.1/100506465, intron 3 of 3)",100141.0,long intergenic non-protein coding RNA 1234,True,False,Intron
cg01772613,HECTD4,chr12,112252429.0,"Exon (ENST00000550722.5/283450, exon 23 of 76)",129662.0,HECT domain E3 ubiquitin protein ligase 4,True,False,Exon
cg01946200,DNAJC22,chr12,49342274.0,Promoter (4-5kb),-4613.0,DnaJ heat shock protein family (Hsp40) member C22,False,True,Promoter
cg03163184,LMO3,chr12,16610213.0,Promoter (<=1kb),312.0,LIM domain only 3,True,True,Promoter
cg03190580,LHX5,chr12,113471913.0,Promoter (<=1kb),-43.0,LIM homeobox 5,True,True,Exon
cg04097289,SMUG1,chr12,54161252.0,"Intron (ENST00000634429.1/ENST00000634429.1, intron 4 of 5)",27682.0,single-strand-selective monofunctional uracil-DNA glycosylase 1,True,False,Intron
cg04204168,ATF7IP,chr12,14257734.0,Distal Intergenic,-107897.0,activating transcription factor 7 interacting protein,False,False,Intergenic_upstream
cg04366185,CISTR,chr12,53839038.0,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",-81811.0,chondrogenesis-associated transcript,True,False,Intron
cg04889095,RIMKLB,chr12,8773554.0,"Exon (ENST00000357529.7/57494, exon 7 of 7)",91863.0,ribosomal modification protein rimK like family member B,True,False,Exon
cg05039938,SSPN,chr12,26278064.0,"Intron (ENST00000534829.5/ENST00000534829.5, intron 2 of 3)",82708.0,sarcospan,True,False,Intron
cg05537515,MBD6,chr12,57529196.0,"Exon (ENST00000355673.8/114785, exon 13 of 13)",6372.0,methyl-CpG binding domain protein 6,True,False,Exon
cg05684493,PLEKHA5,chr12,19314749.0,"Intron (ENST00000429027.6/54477, intron 15 of 31)",184981.0,pleckstrin homology domain containing A5,True,False,Intron
cg05916870,CHD4,chr12,6613214.0,Promoter (4-5kb),-4785.0,chromodomain helicase DNA binding protein 4,True,True,Promoter
cg06102298,SMARCC2,chr12,56164375.0,"Exon (ENST00000550164.6/6601, exon 28 of 29)",25107.0,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2",True,False,Exon
cg08522676,HOXC12,chr12,53949918.0,Promoter (4-5kb),-4984.0,homeobox C12,False,True,Promoter
cg08563010,SOX5,chr12,23921603.0,"Intron (ENST00000451604.7/6660, intron 1 of 14)",28066.0,SRY-box transcription factor 5,True,False,Intron
cg09008979,SP7,chr12,53336382.0,"Intron (ENST00000547755.1/121340, intron 1 of 1)",8932.0,Sp7 transcription factor,True,False,Intron
cg09010707,SSPN,chr12,26239634.0,"Intron (ENST00000534829.5/ENST00000534829.5, intron 1 of 3)",44278.0,sarcospan,True,False,Intron
cg09362546,HOTAIR,chr12,53973240.0,5' UTR,1715.0,HOX transcript antisense RNA,True,False,fiveUTR
cg10278760,KCNA1,chr12,4909870.0,Promoter (<=1kb),3.0,potassium voltage-gated channel subfamily A member 1,True,True,Exon
cg10466667,CALCOCO1,chr12,53710077.0,3' UTR,17374.0,calcium binding and coiled-coil domain 1,True,False,threeUTR
cg10711876,CALCOCO1,chr12,53712389.0,3' UTR,15062.0,calcium binding and coiled-coil domain 1,True,False,threeUTR
cg12713245,MBD6,chr12,57529187.0,"Exon (ENST00000355673.8/114785, exon 13 of 13)",6363.0,methyl-CpG binding domain protein 6,True,False,Exon
cg13058338,SMUG1,chr12,54173598.0,"Intron (ENST00000635234.1/23583, intron 2 of 4)",15384.0,single-strand-selective monofunctional uracil-DNA glycosylase 1,True,False,Intron
cg13343102,CISTR,chr12,53739920.0,"Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",12081.0,chondrogenesis-associated transcript,True,False,Intron
cg13532184,ESYT1,chr12,56118310.0,Promoter (<=1kb),60.0,extended synaptotagmin 1,True,True,fiveUTR
cg13935553,BHLHE41,chr12,26120667.0,3' UTR,4369.0,basic helix-loop-helix family member e41,True,False,threeUTR
cg14237002,CPSF6,chr12,69258067.0,3' UTR,18498.0,cleavage and polyadenylation specific factor 6,True,False,threeUTR
cg14334315,PPFIA2,chr12,81759503.0,Promoter (<=1kb),49.0,PTPRF interacting protein alpha 2,True,True,fiveUTR
cg14381350,STX2,chr12,130826483.0,"Intron (ENST00000392373.7/2054, intron 2 of 10)",12766.0,syntaxin 2,True,False,Intron
cg14903956,GRIN2B,chr12,13562916.0,"Exon (ENST00000609686.3/2904, exon 13 of 13)",45754.0,glutamate ionotropic receptor NMDA type subunit 2B,True,False,Exon
cg15166827,CACNA1C,chr12,2504459.0,3' UTR,451472.0,calcium voltage-gated channel subunit alpha1 C,True,False,threeUTR
cg15168457,ATXN2,chr12,111516347.0,"Exon (ENST00000642389.2/6311, exon 10 of 27)",82774.0,ataxin 2,True,False,Exon
cg15229894,HOXC4,chr12,54033435.0,"Exon (ENST00000312492.2/3222, exon 1 of 2)",16504.0,homeobox C4,True,False,Exon
cg15405572,NAV3,chr12,77830772.0,"Intron (ENST00000550042.2/89795, intron 2 of 8)",506131.0,neuron navigator 3,True,False,Intron
cg16159306,ZDHHC17,chr12,76821110.0,3' UTR,57522.0,zinc finger DHHC-type containing 17,True,False,threeUTR
cg16278638,FAM222A,chr12,109718594.0,"Intron (ENST00000538780.1/84915, intron 1 of 2)",4366.0,family with sequence similarity 222 member A,True,False,Intron
cg16756969,LINC01234,chr12,113649565.0,"Intron (ENST00000661760.1/100506465, intron 3 of 3)",124120.0,long intergenic non-protein coding RNA 1234,True,False,Intron
cg16986738,CACNA1C,chr12,2633643.0,"Exon (ENST00000347598.9/775, exon 31 of 49)",580656.0,calcium voltage-gated channel subunit alpha1 C,True,False,Exon
cg17116410,HOXC4,chr12,54037896.0,"Exon (ENST00000507650.1/3221, exon 1 of 3)",20965.0,homeobox C4,True,False,Exon
cg18094982,SLCO1C1,chr12,20695438.0,Promoter (<=1kb),83.0,solute carrier organic anion transporter family member 1C1,True,True,fiveUTR
cg18368305,ATXN2,chr12,111453780.0,3' UTR,145341.0,ataxin 2,True,False,threeUTR
cg18473521.2,HOXC4,chr12,54054481.0,"Intron (ENST00000303406.4/3221, intron 3 of 3)",37550.0,homeobox C4,True,False,Intron
cg19368807,KDM2B,chr12,121443749.0,"Exon (ENST00000377071.9/84678, exon 17 of 23)",137273.0,lysine demethylase 2B,True,False,Exon
cg19927064,CACNB3,chr12,48818919.0,5' UTR,5125.0,calcium voltage-gated channel auxiliary subunit beta 3,True,False,fiveUTR
cg20023049,CLSTN3,chr12,7142946.0,"Exon (ENST00000266546.11/9746, exon 11 of 18)",12575.0,calsyntenin 3,True,False,Exon
cg21006686,NOS1,chr12,117362435.0,"Intron (ENST00000549189.1/4842, intron 1 of 1)",89734.0,nitric oxide synthase 1,True,False,Intron
cg21345677,LINC01234,chr12,113664715.0,"Intron (ENST00000661760.1/100506465, intron 3 of 3)",108970.0,long intergenic non-protein coding RNA 1234,True,False,Intron
cg21650436,ADCY6,chr12,48768661.0,"Exon (ENST00000547260.5/112, exon 7 of 7)",5834.0,adenylate cyclase 6,True,False,Exon
cg22866580,HOXC5,chr12,53990504.0,"Intron (ENST00000513209.1/3222, intron 1 of 1)",4659.0,homeobox C5,True,False,Intron
cg23053149,RIC8B,chr12,106874532.0,3' UTR,99892.0,RIC8 guanine nucleotide exchange factor B,True,False,threeUTR
cg23931487,ATP5MC2,chr12,53677480.0,Promoter (<=1kb),-73.0,ATP synthase membrane subunit c locus 2,False,True,Promoter
cg24551749,ATP5MC2,chr12,53677516.0,Promoter (<=1kb),-109.0,ATP synthase membrane subunit c locus 2,False,True,Promoter
cg24580312,CAND1,chr12,67302478.0,"Exon (ENST00000545606.6/55832, exon 8 of 15)",33120.0,cullin associated and neddylation dissociated 1,True,False,Exon
cg24655241,GDF11,chr12,55749684.0,"Exon (ENST00000257868.10/10220, exon 3 of 3)",6562.0,growth differentiation factor 11,True,False,Exon
cg24856447,PHLDA1,chr12,75848675.0,"Intron (ENST00000552856.1/ENST00000552856.1, intron 1 of 4)",182929.0,pleckstrin homology like domain family A member 1,True,False,Intron
cg25034090,KMT2D,chr12,49021334.0,3' UTR,33989.0,lysine methyltransferase 2D,True,False,threeUTR
cg25943666,SP7,chr12,53339083.0,"Intron (ENST00000547755.1/121340, intron 1 of 1)",6231.0,Sp7 transcription factor,True,False,Intron
cg26311454,TUBA1B,chr12,49126865.0,Distal Intergenic,3248.0,tubulin alpha 1b,False,False,Intergenic_downstream
cg26653463,SOX5,chr12,23771429.0,"Intron (ENST00000451604.7/6660, intron 3 of 14)",178240.0,SRY-box transcription factor 5,True,False,Intron
cg26781330,ATF7,chr12,53600991.0,5' UTR,25378.0,activating transcription factor 7,True,False,fiveUTR
cg00593462,COL4A1,chr13,110116146.0,"Intron (ENST00000670698.1/ENST00000670698.1, intron 1 of 1)",47344.0,collagen type IV alpha 1 chain,True,False,Intron
cg01409964,LINC00331,chr13,78998527.0,Distal Intergenic,-158476.0,long intergenic non-protein coding RNA 331,False,False,Intergenic_upstream
cg04080945,DACH1,chr13,72197548.0,Distal Intergenic,-330345.0,dachshund family transcription factor 1,False,False,Intergenic_upstream
cg05292023,PLUT,chr13,27822774.0,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",94523.0,"PDX1 associated lncRNA, upregulator of transcription",True,False,Exon
cg08587692,SLITRK1,chr13,83881293.0,"Exon (ENST00000377084.3/114798, exon 1 of 1)",1099.0,SLIT and NTRK like family member 1,True,False,Exon
cg09497746,CDX2,chr13,27969373.0,Promoter (<=1kb),-59.0,caudal type homeobox 2,False,True,Promoter
cg09605634,DCLK1,chr13,35947401.0,"Exon (ENST00000360631.7/9201, exon 4 of 17)",183904.0,doublecortin like kinase 1,True,False,Exon
cg09646392,TNFSF13B,chr13,108268704.0,Promoter (<=1kb),-924.0,TNF superfamily member 13b,True,True,Promoter
cg09807427,FAM155A,chr13,107866400.0,"Exon (ENST00000375915.4/728215, exon 1 of 3)",1095.0,family with sequence similarity 155 member A,True,False,Exon
cg10718271,SLITRK1,chr13,83882766.0,Promoter (<=1kb),-373.0,SLIT and NTRK like family member 1,True,True,Exon
cg10945667,MIR17HG,chr13,91347608.0,Promoter (<=1kb),-211.0,miR-17-92a-1 cluster host gene,False,True,Promoter
cg12973326,PCDH17,chr13,57632930.0,"Exon (ENST00000377918.8/27253, exon 1 of 4)",1186.0,protocadherin 17,True,False,Exon
cg13294690,SLITRK1,chr13,83881566.0,Promoter (<=1kb),826.0,SLIT and NTRK like family member 1,True,True,fiveUTR
cg13943045,PCDH17,chr13,57666442.0,"Intron (ENST00000377918.8/27253, intron 1 of 3)",34698.0,protocadherin 17,True,False,Intron
cg15006148,LOC101927284,chr13,94662152.0,Distal Intergenic,-41302.0,uncharacterized LOC101927284,False,False,Intergenic_upstream
cg15425194,NBEA,chr13,35470857.0,"Intron (ENST00000400445.7/26960, intron 40 of 57)",528570.0,neurobeachin,True,False,Intron
cg15682828,ZIC2,chr13,99982907.0,"Exon (ENST00000376335.8/7546, exon 1 of 3)",1123.0,Zic family member 2,True,False,Exon
cg18894136,LINC00676,chr13,109667928.0,"Intron (ENST00000650264.1/ENST00000650264.1, intron 1 of 3)",-60354.0,long intergenic non-protein coding RNA 676,True,False,Intron
cg19051359,MIR1297,chr13,54394457.0,Distal Intergenic,-82410.0,microRNA 1297,False,False,Intergenic_upstream
cg21030623,ZIC5,chr13,99970165.0,"Exon (ENST00000267294.4/85416, exon 1 of 2)",1743.0,Zic family member 5,True,False,Exon
cg21513836,FGF14,chr13,102402510.0,Promoter (<=1kb),-54.0,fibroblast growth factor 14,False,True,Promoter
cg21815434,KCTD12,chr13,76885221.0,"Exon (ENST00000377474.4/115207, exon 1 of 1)",1183.0,potassium channel tetramerization domain containing 12,True,False,Exon
cg22069272,PCDH9,chr13,66631276.0,3' UTR,599059.0,protocadherin 9,True,False,threeUTR
cg22338839,FAM155A,chr13,107866521.0,Promoter (<=1kb),974.0,family with sequence similarity 155 member A,True,True,Exon
cg22844979,SLITRK1,chr13,83878293.0,3' UTR,4099.0,SLIT and NTRK like family member 1,True,False,threeUTR
cg23415880,GSX1,chr13,27792287.0,Promoter (<=1kb),-195.0,GS homeobox 1,False,True,Promoter
cg23985931,OBI1-AS1,chr13,78594976.0,"Intron (ENST00000607205.5/100874222, intron 2 of 3)",540121.0,OBI1 antisense RNA 1,True,False,Intron
cg24393114,FAM216B,chr13,42720528.0,Distal Intergenic,-61021.0,family with sequence similarity 216 member B,False,False,Intergenic_upstream
cg25639084,TNFRSF19,chr13,23559374.0,Distal Intergenic,-10995.0,TNF receptor superfamily member 19,False,False,Intergenic_upstream
cg26062663,PLUT,chr13,27823129.0,"Exon (ENST00000499662.3/100861550, exon 4 of 5)",94168.0,"PDX1 associated lncRNA, upregulator of transcription",True,False,Exon
cg27299745,SLITRK1,chr13,83881256.0,"Exon (ENST00000377084.3/114798, exon 1 of 1)",1136.0,SLIT and NTRK like family member 1,True,False,Exon
cg00101675,PPP2R5E,chr14,63453806.0,"Exon (ENST00000337537.8/5529, exon 3 of 14)",89570.0,protein phosphatase 2 regulatory subunit B'epsilon,True,False,Exon
cg00114412,RGS6,chr14,72553316.0,3' UTR,620887.0,regulator of G protein signaling 6,True,False,threeUTR
cg00650422,SIX4,chr14,60723254.0,"Exon (ENST00000216513.5/51804, exon 1 of 3)",1096.0,SIX homeobox 4,True,False,Exon
cg00975350,NFKBIA,chr14,35403912.0,Promoter (<=1kb),833.0,NFKB inhibitor alpha,True,True,fiveUTR
cg01566077,METTL3,chr14,21500663.0,3' UTR,3165.0,methyltransferase like 3,True,False,threeUTR
cg01782227,NKX2-1-AS1,chr14,36519573.0,Promoter (<=1kb),295.0,NKX2-1 antisense RNA 1,True,True,fiveUTR
cg01794235,PRKD1,chr14,29219197.0,"Intron (ENST00000652140.1/ENST00000652140.1, intron 1 of 4)",378471.0,protein kinase D1,True,False,Intron
cg02864622,TRIP11,chr14,91983784.0,"Intron (ENST00000267622.8/9321, intron 16 of 20)",56274.0,thyroid hormone receptor interactor 11,True,False,Intron
cg03098892,KCNK10,chr14,88322804.0,5' UTR,4102.0,potassium two pore domain channel subfamily K member 10,True,False,fiveUTR
cg05136138,NRXN3,chr14,79853592.0,"Exon (ENST00000554738.5/9369, exon 19 of 20)",1683219.0,neurexin 3,True,False,Exon
cg05332360,NPAS3,chr14,33567287.0,"Intron (ENST00000551634.5/64067, intron 4 of 10)",632354.0,neuronal PAS domain protein 3,True,False,Intron
cg05456580,HECTD1,chr14,31135533.0,"Exon (ENST00000399332.6/25831, exon 21 of 43)",72259.0,HECT domain E3 ubiquitin protein ligase 1,True,False,Exon
cg06787049,NPAS3,chr14,33733629.0,"Intron (ENST00000551634.5/64067, intron 5 of 10)",798696.0,neuronal PAS domain protein 3,True,False,Intron
cg06790494,ACIN1,chr14,23068647.0,3' UTR,2917.0,apoptotic chromatin condensation inducer 1,True,False,threeUTR
